,mzmin,mzmax,mzmed,rtmin,rtmax,rtmed,area
1270,254.0733,254.0744,254.0739,327.452,345.994,345.994,37442.64603470013
1271,254.1213,254.1218,254.1216,871.694,882.984,875.737,28230.059808050235
1272,254.1275,254.1284,254.1275,754.809,773.449,762.018,17282.34169724999
1273,254.1747,254.1755,254.1749,479.719,493.257,479.719,14900.640753550017
1274,254.1823,254.1842,254.1842,1311.32,1329.38,1328.37,21910.426724000168
1275,254.2185,254.2201,254.219,1769.56,1787.48,1770.6,14612.90037100009
1276,254.2504,254.2512,254.2509,1310.33,1329.38,1328.37,24343.003744000307
1277,254.6763,254.6778,254.677,488.952,496.479,494.339,7500.214579049987
1278,255.0494,255.0504,255.0498,717.948,731.63,727.427,31635.996844850073
1279,255.0531,255.0538,255.0531,1196.02,1208.19,1196.02,13042.385900500063
1280,255.0897,255.0909,255.0909,1020.88,1037.21,1033.14,18755.662143500056
1281,255.1973,255.1988,255.1981,690.32,699.411,692.425,12778.693438849874
1282,255.2673,255.2692,255.2681,296.068,328.514,318.462,28270.783779800033
1283,255.9434,255.9447,255.944,1028.1,1037.21,1033.14,10287.81238450015
1284,256.0865,256.0873,256.0873,272.112,296.068,284.124,30287.661099599973
1285,256.1618,256.1645,256.1618,962.204,986.492,986.492,23850.230261300003
1286,256.1751,256.1762,256.1754,387.826,423.819,402.696,103204.73500564993
1287,256.1775,256.1784,256.1784,153.942,157.725,153.942,7684.807853099974
1288,256.1858,256.1871,256.1858,122.872,134.677,122.872,56536.77637829996
1289,256.1861,256.1924,256.1866,250.532,280.857,255.908,24028.4480163
1290,257.0536,257.0545,257.054,178.346,216.808,178.346,49659.65507724999
1291,257.0778,257.0832,257.0788,1714.08,1726.63,1726.63,11471.05743600016
1292,257.0935,257.0956,257.0935,1361.5,1372.49,1362.49,15653.002862500047
1293,257.1051,257.1104,257.1057,1182.24,1214.25,1184.18,60498.94082349978
1294,257.1115,257.1131,257.1127,145.575,158.675,158.675,27227.274496100064
1295,257.1377,257.1386,257.1384,411.667,446.559,420.733,46095.24863605006
1296,257.144,257.1447,257.144,272.112,287.362,287.362,11512.218645850007
1297,257.147,257.1478,257.1478,930.0,951.726,930.0,40464.25340869999
1298,257.1714,257.1724,257.1724,1366.45,1375.52,1369.46,17050.8671594999
1299,257.1845,257.185,257.185,780.825,818.298,780.825,46093.38812949993
1300,257.1913,257.1923,257.1914,1118.61,1126.56,1121.63,24781.959131500043
1301,258.1008,258.1022,258.1012,808.848,819.335,810.981,14106.89917520012
1302,258.1331,258.1338,258.1331,353.581,375.711,375.711,21018.742753499995
1303,258.1461,258.1465,258.1461,883.997,894.114,883.997,76790.93273065098
1304,258.2423,258.2434,258.2423,1617.04,1623.28,1623.28,7541.756323499978
1305,259.0207,259.0211,259.0209,126.493,135.592,134.677,62263.47527100014
1306,259.059,259.0606,259.0598,306.176,318.462,306.176,8706.478737449997
1307,259.0945,259.0949,259.0946,689.27,705.483,695.452,216241.78385504917
1308,259.1147,259.1158,259.1147,1630.4,1663.41,1630.4,32292.581113000004
1309,259.1211,259.1217,259.1215,1267.63,1272.72,1267.63,7963.036338999869
1310,259.169,259.1694,259.169,1377.53,1380.58,1378.54,5046.12880949993
1311,259.1938,259.1945,259.1942,866.636,896.108,870.697,44192.36062989998
1312,259.2057,259.206,259.2058,225.339,247.288,239.068,20330.427557250012
1313,259.997,259.998,259.9977,208.356,226.435,223.215,46823.057432749985
1314,260.0512,260.057,260.0522,436.225,450.611,444.526,21888.023852399958
1315,260.067,260.0704,260.067,379.747,389.837,379.747,15963.276242949958
1316,260.0911,260.096,260.0927,345.994,368.487,366.375,28614.79753715002
1317,260.0974,260.1025,260.1023,364.313,389.837,389.837,102885.42138805006
1318,260.1219,260.1284,260.1251,355.775,375.711,373.655,57620.83901164994
1319,260.13,260.1347,260.1346,365.34,368.487,368.487,3915.5422776500577
1320,260.1408,260.1471,260.1457,414.676,448.571,446.559,59975.78318990007
1321,260.162,260.1626,260.1622,157.725,171.379,163.502,91718.90765605
1322,260.193,260.1941,260.1935,275.385,298.306,294.975,19778.562094849993
1323,260.2218,260.2219,260.2219,494.339,503.017,494.339,7953.963778549996
1324,261.0276,261.0283,261.028,548.279,576.106,576.106,380348.57789484947
1325,261.0645,261.0652,261.0652,911.21,915.26,913.238,7916.740265299917
1326,261.0724,261.0758,261.0758,960.116,977.478,967.352,40532.782355550065
1327,261.0787,261.0802,261.0791,1014.81,1033.14,1021.93,34138.8029615002
1328,261.1366,261.1371,261.1371,1461.59,1471.97,1461.59,57229.87258100068
1329,261.2094,261.2101,261.2099,1057.76,1071.98,1058.78,51964.03618550013
1330,261.9077,261.9091,261.9077,941.502,968.389,941.502,30884.680525300068
1331,262.1164,262.1194,262.1169,431.027,469.034,451.664,412826.1554625499
1332,262.1275,262.1298,262.1275,361.13,377.726,377.726,19001.137271149993
1333,262.1461,262.1482,262.1475,122.872,150.202,122.872,107856.28771879997
1334,262.1543,262.1552,262.155,604.948,608.859,608.859,6184.477755400084
1335,262.1575,262.1613,262.1575,585.437,608.859,607.883,33394.39596905011
1336,262.1814,262.1865,262.1836,589.626,611.763,608.859,40740.13191455016
1337,262.2004,262.2016,262.2008,604.948,629.549,627.438,30696.517059050006
1338,262.6738,262.675,262.6744,536.159,571.056,570.078,579909.8910541516
1339,262.9843,262.9851,262.9846,307.279,322.967,313.999,10759.78533819999
1340,263.0068,263.0078,263.0068,126.493,150.202,145.575,97368.15879245002
1341,263.0687,263.0696,263.0694,452.641,465.974,460.837,33451.834163099964
1342,263.0786,263.0815,263.0815,1073.02,1089.63,1089.63,62969.05768250075
1343,263.1315,263.1319,263.1318,495.404,498.63,497.559,3567.444899749994
1344,263.2,263.2009,263.2,315.17,329.622,315.17,10308.763152849993
1345,264.0587,264.0603,264.0591,1457.77,1480.58,1480.58,87548.43193599982
1346,264.1057,264.1061,264.1058,656.385,662.775,659.616,27572.47599859995
1347,264.1236,264.1295,264.1262,813.062,821.394,821.394,9218.637796099996
1348,264.1327,264.1335,264.1331,473.012,486.842,480.706,29376.265825049977
1349,264.1431,264.1444,264.1436,194.618,209.399,194.618,14371.849110350006
1350,264.1974,264.199,264.199,1031.13,1048.46,1048.46,21644.20011649996
1351,264.2011,264.2021,264.2014,1787.48,1824.41,1811.78,48781.95167200017
1352,265.0336,265.0345,265.0342,707.514,720.155,713.702,17644.709863649947
1353,265.0738,265.0753,265.0744,1113.66,1120.6,1116.64,13693.623335999622
1354,265.1236,265.1245,265.1237,1060.81,1071.98,1060.81,63790.61159500068
1355,265.1432,265.1462,265.1432,291.705,322.967,308.406,32828.83418180001
1356,265.2516,265.2525,265.2516,299.447,319.591,317.363,15482.091113600003
1357,266.1311,266.1318,266.1313,1041.32,1054.66,1045.41,18731.208237000275
1358,266.1355,266.1364,266.1364,747.501,756.879,753.793,17414.244309950005
1359,266.1497,266.1506,266.1505,397.756,423.819,410.671,280095.6752384502
1360,266.1721,266.1729,266.1723,1180.29,1190.04,1182.24,21706.72173149998
1361,266.1956,266.1965,266.1961,759.998,775.597,773.449,15700.376379649935
1362,267.0566,267.057,267.0567,122.872,144.645,125.579,1936587.6698660005
1363,267.1219,267.1229,267.1219,281.959,299.447,294.975,14914.101063199994
1364,267.9251,267.9277,267.9274,1589.41,1624.3,1624.3,31479.491160999896
1365,268.1208,268.1267,268.1258,820.373,839.672,822.402,45685.81105614995
1366,268.126,268.1267,268.1261,819.335,833.477,825.442,30653.111228299902
1367,268.1592,268.1607,268.1603,1637.6,1668.57,1656.24,52815.30478499991
1368,268.1678,268.1683,268.1678,244.184,255.908,244.184,34312.126799700025
1369,268.1726,268.1765,268.1764,1405.74,1411.56,1408.65,13165.255062499975
1370,268.1906,268.1909,268.1906,598.956,604.948,601.968,14999.785357499899
1371,268.2113,268.2124,268.212,298.306,328.514,319.591,23212.208504250022
1372,269.0264,269.0276,269.0271,133.758,141.019,135.592,28909.52080289998
1373,269.0691,269.0699,269.0699,1078.14,1105.85,1102.96,51452.227208999655
1374,269.1094,269.1099,269.1098,669.153,673.353,670.188,9200.931797649864
1375,269.1901,269.1908,269.1905,169.4,191.495,171.379,43711.113401049966
1376,270.057,270.0588,270.0574,254.841,262.406,258.047,7824.172789400005
1377,270.1694,270.1706,270.1698,280.857,319.591,307.279,27668.839698899985
1378,270.2454,270.2459,270.2457,910.203,923.731,915.26,158624.8094016003
1379,271.0394,271.0399,271.0394,1900.43,1913.95,1900.43,12541.302726499975
1380,271.0806,271.0813,271.0806,126.493,144.645,126.493,67387.56153550005
1381,271.12,271.1225,271.1216,1292.51,1321.34,1321.34,45133.527269999875
1382,271.1295,271.1307,271.1305,1192.04,1223.94,1219.09,44566.16190650008
1383,271.1967,271.1977,271.1967,143.738,154.893,148.343,33220.681934450025
1384,271.2121,271.2136,271.2136,1241.2,1244.16,1244.16,5284.418154500079
1385,271.2997,271.3003,271.3003,358.997,387.826,387.826,29233.568748750007
1386,272.1125,272.113,272.1128,683.973,696.443,689.27,69901.49872995017
1387,272.1442,272.1451,272.1451,228.55,241.1,241.1,20409.670337799966
1388,272.1468,272.1501,272.1501,226.435,233.881,233.881,6140.3869253999965
1389,272.1517,272.1584,272.1584,225.339,243.152,241.1,35021.86311439995
1390,272.1564,272.162,272.1584,232.792,247.288,241.1,32555.816985899983
1391,272.1909,272.1933,272.1916,1419.27,1449.17,1445.24,56308.404993500175
1392,272.2033,272.2045,272.2044,1688.16,1708.88,1708.88,26262.42831650001
1393,272.216,272.2228,272.2198,238.054,247.288,241.1,20571.151696150017
1394,273.0648,273.0651,273.0651,1005.93,1009.84,1009.84,12601.543835000211
1395,273.0838,273.0849,273.0842,696.443,704.478,703.459,20800.69794714977
1396,273.0838,273.0845,273.0845,711.604,724.329,714.761,63536.61495514971
1397,273.1156,273.1165,273.1163,688.231,711.604,710.592,41243.62619070006
1398,273.1479,273.1487,273.1479,192.559,205.24,192.559,15165.920455850026
1399,273.1817,273.1826,273.1823,1673.75,1703.67,1703.67,38470.74448450013
1400,273.6495,273.6509,273.6505,208.356,232.792,208.356,26000.78737855
1401,274.1275,274.129,274.1279,335.139,362.197,357.918,27502.578747300005
1402,274.1642,274.1649,274.1649,329.622,349.278,335.139,19576.812910550005
1403,274.1789,274.1801,274.1792,444.526,455.71,444.526,14728.429506649973
1404,274.2225,274.2239,274.2234,1018.84,1031.13,1024.99,32081.675726499903
1405,274.2373,274.2376,274.2376,1106.82,1114.66,1114.66,309213.3074045038
1406,275.0517,275.0528,275.0525,678.636,695.452,695.452,30210.09822344999
1407,275.0712,275.0755,275.0718,1003.01,1029.1,1011.85,372641.6708600016
1408,275.0799,275.0827,275.0826,1170.49,1180.29,1180.29,20159.19231099995
1409,275.0883,275.0892,275.0886,827.394,838.656,830.388,33644.301058499856
1410,275.1132,275.1169,275.1164,1253.22,1289.62,1289.62,46782.284183999815
1411,275.1257,275.1317,275.1257,1069.93,1083.18,1083.18,22166.96549549987
1412,275.1522,275.1531,275.1527,1637.6,1668.57,1665.47,40348.417892000034
1413,276.0475,276.0481,276.0481,443.494,448.571,448.571,7301.828631350007
1414,276.0739,276.0747,276.0745,677.593,688.231,677.593,11899.144793850042
1415,276.1459,276.1465,276.1461,631.704,657.501,657.501,167556.7914301498
1416,276.1541,276.1546,276.1542,527.043,541.206,532.136,33159.00734530001
1417,276.1656,276.169,276.1689,1238.16,1272.72,1246.18,46628.44741299992
1418,276.18,276.1816,276.18,336.215,358.997,358.997,20388.723655000038
1419,276.2157,276.2173,276.2166,503.017,522.867,503.017,16303.438581099972
1420,276.2285,276.2289,276.2285,969.396,973.417,972.424,6302.485517200103
1421,277.059,277.0603,277.0601,1730.81,1748.59,1730.81,20197.369708999966
1422,277.1025,277.1045,277.1045,1003.01,1032.14,1003.01,34913.00001100013
1423,277.2478,277.2491,277.2483,1049.49,1074.07,1059.77,33693.027099999876
1424,278.123,278.1237,278.1233,230.689,262.406,258.047,40954.46972985005
1425,278.1591,278.1617,278.1595,853.251,887.09,853.251,33387.22198485005
1426,278.1696,278.1706,278.17,1042.35,1057.76,1049.49,26108.37435600013
1427,278.2185,278.2195,278.2188,915.26,930.0,927.312,76657.70754019996
1428,278.2194,278.2202,278.2202,1494.98,1529.32,1501.5,150493.98130599974
1429,278.9787,278.98,278.9794,134.677,147.421,146.494,58151.06244255
1430,279.086,279.0865,279.086,952.762,960.116,959.033,71256.66717314984
1431,279.1219,279.1234,279.1219,464.954,491.099,473.965,54311.39513924997
1432,279.1223,279.1279,279.1247,312.87,335.139,335.139,15313.512395100004
1433,279.1374,279.1381,279.1377,209.399,225.339,223.215,34621.77658139998
1434,279.9865,279.9878,279.9876,146.494,153.942,150.202,22890.683678150028
1435,280.1092,280.1102,280.1102,947.65,950.691,948.67,5242.652402750085
1436,280.128,280.1286,280.1281,693.446,706.493,699.411,33177.17024964996
1437,280.1855,280.1876,280.1863,1037.21,1051.54,1047.47,20160.073671999933
1438,280.196,280.1964,280.1963,1107.78,1114.66,1114.66,222941.8895035027
1439,280.2296,280.2303,280.2297,1366.45,1371.47,1367.45,9805.012337499973
1440,281.1033,281.1049,281.1033,125.579,132.854,125.579,30698.057386200082
1441,281.1611,281.1615,281.1615,1297.33,1303.26,1297.33,13859.140258000138
1442,281.174,281.1754,281.1747,269.924,280.857,280.857,10859.20037725005
1443,281.2082,281.209,281.2087,1193.04,1212.25,1198.0,432573.62280550005
1444,282.0731,282.0737,282.0734,133.758,146.494,139.224,246300.49706229992
1445,282.0996,282.1014,282.1005,450.611,456.744,451.664,12660.105539600088
1446,282.1114,282.1122,282.1114,122.872,133.758,125.579,82282.29591410002
1447,282.1669,282.17,282.1675,1183.22,1219.09,1217.19,70042.25615949978
1448,282.1804,282.1817,282.1808,808.848,821.394,818.298,31934.366732700055
1449,282.2086,282.2097,282.2086,950.691,968.389,956.95,21909.87082040001
1450,283.1182,283.1185,283.1183,789.935,797.248,789.935,6740.776691950089
1451,283.1258,283.1262,283.126,122.872,135.592,122.872,457265.27929725003
1452,283.1667,283.1673,283.1669,1833.94,1845.61,1838.18,26234.409776999957
1453,283.1884,283.1913,283.1912,896.108,899.124,899.124,3906.309017300083
1454,284.1125,284.1129,284.1128,1175.43,1199.01,1180.29,667575.9963914969
1455,284.1287,284.1299,284.1293,122.872,134.677,124.672,47379.89237374997
1456,284.1526,284.1535,284.1528,683.973,707.514,707.514,135418.87706870044
1457,284.1528,284.1533,284.1531,836.596,849.064,842.813,55018.51970544981
1458,284.1846,284.1862,284.1862,627.438,657.501,644.569,24474.055908849994
1459,284.2212,284.2255,284.2254,851.15,870.697,863.643,31264.703184550082
1460,284.9991,285.0,284.9997,130.124,147.421,143.738,99311.12314644996
1461,285.0643,285.0653,285.0648,1170.49,1193.04,1183.22,164512.08932049994
1462,285.0916,285.0988,285.0988,630.63,657.501,631.704,19963.414580399985
1463,285.1003,285.1012,285.1003,1256.3,1268.66,1265.58,13264.771270500067
1464,285.1086,285.1107,285.1101,821.394,825.442,825.442,9250.836708699993
1465,285.1159,285.1163,285.1161,1170.49,1180.29,1179.33,352119.81620149745
1466,285.123,285.1242,285.1238,482.706,494.339,494.339,18375.202386999965
1467,285.1846,285.1852,285.1846,610.791,617.908,610.791,25763.17798684984
1468,285.1843,285.1849,285.1847,595.906,602.959,597.936,12882.781093149932
1469,285.2195,285.2219,285.221,318.462,334.031,319.591,13211.222064750013
1470,285.2367,285.237,285.2367,1103.9,1106.82,1106.82,8310.344020999633
1471,285.6245,285.6254,285.6249,494.339,506.215,501.916,17329.41453529997
1472,286.0072,286.0081,286.008,150.202,171.379,153.942,44674.51121709999
1473,286.0711,286.0718,286.0717,596.921,606.909,597.936,19514.13202904987
1474,286.1363,286.1369,286.1367,751.695,757.917,755.857,35328.314097850205
1475,286.1474,286.1484,286.148,480.706,488.952,481.706,11958.051405049968
1476,286.1689,286.1693,286.1689,267.789,281.959,281.959,30652.45542635004
1477,286.1681,286.1693,286.1686,241.1,280.857,280.857,61498.30863225006
1478,286.2158,286.2168,286.2162,238.054,256.959,238.054,24367.223718100002
1479,286.2371,286.2381,286.2378,492.148,529.061,529.061,31382.012456450022
1480,286.2685,286.2692,286.2685,933.658,944.535,936.526,26092.841892549895
1481,287.0544,287.0557,287.0547,942.505,954.853,947.65,23764.77428814994
1482,287.0686,287.0701,287.0692,143.738,154.893,146.494,59029.24493970003
1483,287.0859,287.0863,287.0862,944.535,954.853,950.691,19628.93004370003
1484,287.0887,287.0914,287.0898,124.672,130.124,130.124,21066.849910899997
1485,287.2155,287.2174,287.2164,805.672,817.218,809.876,11968.883469649927
1486,287.272,287.2727,287.2727,950.691,960.116,951.726,17143.227669049935
1487,288.0889,288.0901,288.09,209.399,213.668,212.581,4841.699941950004
1488,288.1067,288.1078,288.107,122.872,150.202,126.493,940066.7937614004
1489,288.1321,288.1328,288.1321,830.388,833.477,830.388,12013.229086099773
1490,288.1437,288.1443,288.1442,491.099,515.628,513.561,29645.499350900074
1491,288.1559,288.1574,288.1565,356.862,392.825,391.831,83713.9828022
1492,288.1842,288.1845,288.1843,531.106,548.279,537.186,107964.98872920006
1493,288.1958,288.1973,288.1962,1042.35,1055.71,1048.46,18647.334855000194
1494,288.2155,288.2172,288.216,357.918,373.655,373.655,19962.982203049956
1495,288.2523,288.2541,288.2533,475.861,496.479,475.861,23542.791465099996
1496,289.0956,289.0963,289.0956,1056.75,1075.07,1056.75,21435.27748549993
1497,289.1042,289.105,289.1043,1005.93,1022.93,1009.84,61351.8365675
1498,289.1077,289.1086,289.1077,733.739,741.064,736.859,9975.3849265499
1499,289.1274,289.1303,289.1284,573.044,586.49,573.044,11315.010053300017
1500,289.1263,289.1283,289.1283,308.406,318.462,308.406,7867.181968549993
1501,289.1574,289.1581,289.158,1405.74,1413.5,1407.69,25064.62243350004
1502,289.1754,289.1766,289.1754,664.855,674.405,671.251,13940.762420349924
1503,289.2127,289.214,289.2131,1733.94,1746.47,1741.27,15283.511619999997
1504,289.2235,289.2242,289.2242,993.309,1003.97,996.211,20434.16664670012
1505,289.2358,289.2417,289.2409,1494.98,1531.27,1502.43,69346.96615799991
1506,289.273,289.274,289.273,350.365,358.997,356.862,7955.938491750002
1507,289.6313,289.6318,289.6316,143.738,160.596,147.421,61761.148011450015
1508,290.1131,290.1155,290.114,671.251,699.411,681.866,34582.573134750026
1509,290.2319,290.2329,290.2326,1196.02,1206.13,1199.01,28387.435105000095
1510,290.2515,290.252,290.2517,1404.74,1411.56,1409.63,18925.6313089998
1511,290.9525,290.9527,290.9527,269.924,292.787,273.195,21009.860307200004
1512,291.0491,291.0509,291.0507,126.493,137.407,135.592,41093.008848050085
1513,291.1108,291.112,291.1114,1227.98,1238.16,1236.15,14804.620604500105
1514,291.126,291.1271,291.126,804.639,816.164,807.807,14742.879362399954
1515,291.1246,291.1253,291.125,443.494,452.641,448.571,17832.505351449952
1516,291.1321,291.1334,291.1328,437.272,475.861,458.782,116003.4868765499
1517,292.1034,292.1042,292.1036,881.919,897.113,893.139,42741.77288575007
1518,292.1384,292.1395,292.139,334.031,371.623,371.623,295351.10827539966
1519,292.1386,292.1393,292.1388,348.182,365.34,365.34,138476.59003644955
1520,292.1558,292.1566,292.156,122.872,131.941,122.872,179671.5254983499
1521,292.1872,292.189,292.1886,1189.05,1221.99,1195.05,44534.99006000008
1522,292.2109,292.2122,292.2118,1183.22,1209.25,1204.1,42011.81016250001
1523,292.2362,292.2369,292.2365,1106.82,1118.61,1111.68,177396.35767549888
1524,293.069,293.0698,293.0695,1161.58,1172.49,1166.53,33122.10591150027
1525,293.1386,293.1389,293.1386,1203.07,1207.14,1204.1,7081.1793695002725
1526,293.1592,293.1628,293.1628,1172.49,1182.24,1182.24,22454.673571999967
1527,293.1593,293.16,293.1596,122.872,137.407,122.872,280228.26243585
1528,293.1949,293.1961,293.1949,908.187,911.21,908.187,5866.006910000045
1529,293.2468,293.2484,293.2469,1652.11,1658.28,1656.24,7308.784493000065
1530,294.1491,294.1505,294.1493,912.222,930.903,924.628,294222.28490235104
1531,294.1924,294.1938,294.1933,308.406,320.721,316.231,9014.9425555
1532,294.2116,294.2128,294.2119,1763.25,1799.08,1770.6,191778.3740815006
1533,294.9298,294.9347,294.9347,1995.49,2011.69,2011.69,27069.871257000064
1534,295.0811,295.0818,295.0811,300.556,310.594,300.556,9777.477440900011
1535,295.1061,295.1068,295.1066,179.327,191.495,185.391,21984.775782000004
1536,295.1146,295.1156,295.1151,1196.02,1208.19,1201.04,48833.799365000064
1537,295.139,295.1391,295.139,1247.16,1252.18,1250.16,9663.76440599998
1538,296.1802,296.1808,296.1803,581.268,593.875,585.437,20032.56469519997
1539,296.1899,296.1956,296.1905,1664.41,1673.75,1664.41,8323.492756999924
1540,296.1951,296.1959,296.1952,964.283,981.508,968.389,36097.943387600055
1541,296.2585,296.2592,296.2589,1193.04,1207.14,1199.01,130460.47266550025
1542,297.0481,297.0498,297.0496,724.329,749.634,749.634,154374.98740565017
1543,297.1008,297.101,297.1008,1321.34,1325.34,1321.34,13502.108849999999
1544,297.137,297.1388,297.137,1093.11,1099.29,1093.11,43141.41666200064
1545,297.1843,297.1852,297.1852,737.883,766.103,743.235,23639.449034799927
1546,297.2279,297.2285,297.2283,1055.71,1065.89,1062.85,37769.66159550013
1547,298.1272,298.1289,298.128,643.499,680.777,660.698,69358.98224884998
1548,298.1642,298.1653,298.1642,828.379,842.813,835.582,33525.00218659994
1549,298.2004,298.2016,298.2009,243.152,253.771,243.152,9969.72804015
1550,298.2066,298.2071,298.2066,883.997,893.139,887.09,50314.16564955007
1551,299.0502,299.0561,299.0522,705.483,725.388,710.592,23947.8682996501
1552,299.0997,299.1001,299.0999,122.872,137.407,122.872,326244.1752132
1553,299.1149,299.1172,299.117,1361.5,1385.61,1385.61,34109.549058499826
1554,299.1194,299.1198,299.1195,253.771,276.511,253.771,43034.46077210011
1555,299.144,299.1497,299.1449,581.268,606.909,581.268,27358.730602349944
1556,299.1613,299.1621,299.1614,1182.24,1200.03,1197.02,49558.42767349997
1557,299.1858,299.1888,299.1888,1518.77,1529.32,1518.77,18878.8190074999
1558,299.1993,299.2012,299.2003,443.494,472.037,471.068,40959.96186034992
1559,300.1471,300.1483,300.1481,546.262,560.349,558.368,25555.85639695017
1560,300.1801,300.181,300.1807,639.261,663.814,640.307,20433.729796200005
1561,300.1803,300.1849,300.1842,451.664,469.034,469.034,24848.167234000015
1562,300.2034,300.2044,300.2034,392.825,415.689,415.689,61607.30494960012
1563,300.2143,300.2182,300.2182,484.767,504.064,487.905,20096.86761670003
1564,300.2529,300.254,300.2532,1359.49,1370.45,1361.5,18891.114446000072
1565,301.0693,301.0706,301.0706,830.388,857.452,857.452,33804.01425399994
1566,301.0952,301.0959,301.0959,1058.78,1075.07,1058.78,21787.42964899994
1567,301.1277,301.1282,301.1281,708.537,720.155,712.66,20097.84195214984
1568,301.1277,301.1283,301.1277,913.238,922.827,921.921,29081.49457554975
1569,301.1612,301.1622,301.1618,1012.84,1021.93,1015.81,12684.607975499917
1570,301.2134,301.2141,301.2134,1863.71,1868.93,1868.93,7650.006261500065
1571,301.2336,301.2351,301.2348,615.846,633.859,616.885,26890.516659150046
1572,301.9869,301.988,301.9879,254.841,277.583,258.047,25219.93565025002
1573,302.1587,302.1596,302.1596,578.196,602.959,595.906,34209.074337399885
1574,302.1716,302.1746,302.1729,446.559,466.985,448.571,43547.940347899974
1575,302.2296,302.2332,302.2317,575.056,588.591,575.056,14015.029532749966
1576,303.0634,303.0643,303.0643,139.224,169.4,139.224,87097.38891610006
1577,303.0743,303.0798,303.0798,546.262,574.053,562.341,43000.30170770007
1578,303.0778,303.0827,303.0798,553.319,566.202,562.341,24196.03987145004
1579,303.1078,303.1136,303.1118,520.789,558.368,539.205,69920.69537450008
1580,303.1162,303.1201,303.1201,513.561,522.867,521.825,12439.461713499886
1581,303.1277,303.1321,303.1302,553.319,573.044,567.168,93551.75045594979
1582,303.1342,303.1367,303.1367,546.262,562.341,562.341,45731.203080150175
1583,303.1338,303.1414,303.1378,546.262,570.078,563.311,130435.80887175011
1584,303.1414,303.1468,303.1448,563.311,579.221,567.168,132414.52904979908
1585,303.1583,303.1599,303.1586,1116.64,1127.57,1116.64,49518.78870199873
1586,303.1703,303.1761,303.175,528.067,549.305,538.189,114570.30538939983
1587,303.1919,303.1936,303.1926,1670.65,1699.45,1683.07,77030.62825499973
1588,303.2023,303.2025,303.2023,163.502,171.379,163.502,27895.98288264994
1589,303.2254,303.2339,303.2318,537.186,553.319,537.186,32020.297823049856
1590,303.2458,303.2516,303.2458,546.262,561.351,561.351,21384.832570100043
1591,303.9844,303.9847,303.9845,275.385,301.689,301.689,25006.680091100032
1592,304.0762,304.0771,304.0765,349.278,375.711,367.435,44381.54867635003
1593,304.1179,304.1187,304.118,858.477,873.723,866.636,25602.357536950076
1594,304.1194,304.1251,304.1238,1173.47,1188.08,1188.08,24235.619420499814
1595,304.1515,304.1537,304.1531,520.789,558.368,532.136,309941.1400626004
1596,304.191,304.1916,304.1911,1193.04,1198.0,1193.04,12639.985139000071
1597,304.2088,304.2091,304.2091,1196.02,1200.03,1196.02,7898.672262499998
1598,304.2099,304.2126,304.2112,648.952,682.892,663.814,32043.86165945005
1599,304.2428,304.248,304.2428,1049.49,1055.71,1050.54,6703.168776000014
1600,305.0654,305.0655,305.0655,957.974,964.283,960.116,7829.206369649969
1601,306.2995,306.3007,306.3001,615.846,646.75,625.292,32072.68313704995
1602,307.0845,307.0852,307.0848,1632.45,1652.11,1632.45,29407.005164499766
1603,307.0978,307.1024,307.0996,861.591,866.636,864.635,13465.376226199867
1604,307.104,307.1067,307.1065,701.418,712.66,712.66,17145.81523049996
1605,307.1208,307.1218,307.1215,487.905,499.718,493.257,20247.36165015005
1606,307.1253,307.1283,307.1267,479.719,492.148,479.719,15606.194436100035
1607,307.1474,307.1516,307.1477,1544.93,1558.52,1558.52,23396.562593999803
1608,307.1703,307.1721,307.1721,479.719,484.767,481.706,7349.393633000005
1609,307.1819,307.1828,307.1824,953.804,973.417,971.403,27356.853077250096
1610,308.2222,308.2234,308.2227,952.762,960.116,953.804,7061.53734725004
1611,309.058,309.063,309.063,1310.33,1322.34,1310.33,20719.636676499988
1612,309.1181,309.1205,309.1185,795.1,822.402,822.402,45547.86407845022
1613,309.1603,309.1637,309.1624,549.305,578.196,563.311,65615.73348025006
1614,309.1688,309.1701,309.1699,889.11,905.146,890.117,23173.30384559995
1615,309.1783,309.1793,309.1783,1086.97,1109.72,1089.63,295527.88351250003
1616,310.1364,310.1377,310.1369,232.792,248.349,239.068,106597.62790149997
1617,310.1591,310.16,310.1594,643.499,651.056,651.056,13399.085139800061
1618,310.2376,310.2386,310.2377,1103.9,1123.59,1106.82,66080.5840089995
1619,311.1256,311.1265,311.126,1894.23,1904.54,1904.54,14399.841364999891
1620,312.0446,312.0459,312.0454,646.75,665.946,651.056,16889.20417690002
1621,312.2167,312.2184,312.2167,712.66,719.014,712.66,6050.386225800039
1622,312.2243,312.2249,312.2249,1078.14,1082.15,1080.15,9787.65848449998
1623,312.2533,312.2546,312.254,880.898,890.117,888.091,26238.3048591998
1624,313.0991,313.1013,313.0992,710.592,744.288,743.235,39332.35107615001
1625,313.1106,313.1115,313.1108,455.71,494.339,461.87,48993.590982850015
1626,313.1318,313.1325,313.132,1579.39,1617.04,1617.04,53770.41482149982
1627,313.1366,313.1395,313.1385,1165.54,1184.18,1172.49,34999.07480850019
1628,313.1599,313.1635,313.1622,1417.4,1435.49,1420.22,42609.27346149982
1629,313.2144,313.2156,313.215,1325.34,1331.41,1326.33,10899.511150000195
1630,313.3095,313.3106,313.3098,253.771,273.195,256.959,22505.431306900005
