,mzmin,mzmax,mzmed,rtmin,rtmax,rtmed,area
905,209.033,209.0362,209.0362,122.872,131.941,126.493,47823.04244455001
906,209.0418,209.0436,209.0422,315.17,350.365,315.17,27745.670050749988
907,209.0414,209.0441,209.0419,340.529,374.662,372.63,28440.248979849985
908,209.0444,209.0499,209.0499,122.872,131.941,124.672,56778.49626644999
909,209.059,209.0636,209.0613,122.872,134.677,122.872,271681.77126164996
910,209.0914,209.0921,209.0918,633.859,664.855,640.307,54144.248029399976
911,209.0996,209.1005,209.0998,997.16,1018.84,997.16,233670.0292269018
912,209.1015,209.1024,209.1024,205.24,216.808,215.759,9684.674846749987
913,209.1194,209.1239,209.1232,122.872,145.575,127.396,85849.07593924996
914,209.9817,209.9824,209.9822,242.121,258.047,242.121,14416.738536950015
915,210.0814,210.0819,210.0819,1979.29,2004.65,1997.52,34849.54988250012
916,210.0819,210.0832,210.0822,636.048,656.385,652.143,29451.12286274999
917,210.1095,210.1103,210.1095,1776.9,1792.76,1776.9,13066.953931999917
918,210.112,210.1127,210.1123,633.859,643.499,640.307,10274.100795299984
919,210.1171,210.121,210.1198,796.17,812.037,812.037,16730.85945825009
920,210.1692,210.1701,210.1695,1004.95,1029.1,1013.83,171548.94858199975
921,211.0084,211.009,211.0084,243.152,261.321,243.152,18436.516745800036
922,211.0616,211.0641,211.0622,126.493,144.645,126.493,129032.07851915009
923,211.0761,211.0772,211.0765,127.396,164.477,127.396,496270.55817785003
924,211.0833,211.0847,211.0833,652.143,663.814,663.814,11464.07150514994
925,211.0998,211.1008,211.1003,230.689,262.406,262.406,57738.47387509998
926,211.1066,211.1071,211.1069,938.49,946.621,938.49,13815.007823299944
927,211.1073,211.1118,211.1096,272.112,298.306,291.705,19867.106085399966
928,211.1816,211.182,211.1817,935.555,947.65,935.555,22334.08000695009
929,212.0528,212.0548,212.0528,157.725,163.502,158.675,9640.773341600025
930,212.0734,212.0746,212.0742,191.495,213.668,191.495,23891.966732800003
931,212.0911,212.0918,212.0916,230.689,259.122,230.689,25116.13123395002
932,212.1128,212.1135,212.1131,135.592,154.893,151.136,79953.19819389995
933,212.1279,212.1283,212.1279,494.339,504.064,494.339,8238.113461450015
934,212.1641,212.1652,212.1642,1147.65,1163.55,1162.57,27066.6647499999
935,212.1717,212.1736,212.1729,254.841,279.786,254.841,16221.651195399996
936,212.1775,212.1787,212.1777,241.1,271.022,255.908,32764.65233895001
937,213.0361,213.0372,213.0368,1857.24,1884.86,1863.71,22710.668491499913
938,213.0648,213.067,213.067,1454.0,1458.73,1454.0,11347.293102000101
939,213.0843,213.0863,213.0843,954.853,975.473,971.403,25918.447011050008
940,213.0898,213.0912,213.0903,1007.85,1015.81,1011.85,14513.837045999871
941,213.0931,213.0953,213.0947,1007.85,1009.84,1007.85,5890.126413000031
942,213.1013,213.1016,213.1013,856.4,861.591,858.477,16390.099243200093
943,213.1012,213.1016,213.1013,856.4,879.89,858.477,50346.84723295004
944,213.1522,213.1532,213.1528,122.872,131.941,122.872,36951.290225050005
945,213.221,213.2214,213.221,161.564,179.327,171.379,28082.49695815001
946,213.2651,213.2656,213.2655,700.405,729.498,702.431,71661.79710090022
947,214.053,214.0567,214.0567,289.5,320.721,289.5,21164.67670255
948,214.0658,214.07,214.0698,277.583,308.406,285.195,26037.040867449974
949,214.0698,214.072,214.07,308.406,322.967,308.406,9723.698198549984
950,214.1065,214.1113,214.1096,203.083,232.792,205.24,75496.43865934997
951,214.1124,214.1153,214.115,202.013,227.496,210.464,21922.605706950002
952,214.1235,214.1265,214.1249,233.881,259.122,254.841,18342.26622825001
953,214.1433,214.1439,214.1434,191.495,224.291,223.215,27114.339172149997
954,214.1491,214.1519,214.1494,1271.7,1293.47,1285.71,78820.18676799993
955,214.1513,214.1549,214.1544,909.192,940.473,936.526,58011.97010204992
956,214.1624,214.1633,214.1628,976.456,995.241,988.464,42785.17342494993
957,214.179,214.1803,214.1797,1103.9,1128.5,1127.57,52591.08310749986
958,214.6711,214.6717,214.6711,895.104,904.154,899.124,14006.241827299935
959,214.9098,214.9138,214.9131,1513.98,1536.09,1513.98,30773.989061999873
960,214.9625,214.9632,214.9625,191.495,212.581,198.817,21952.988214299985
961,215.0157,215.0159,215.0157,122.872,127.396,122.872,1563554.9100660007
962,215.0589,215.0596,215.0595,909.192,916.225,914.233,12668.089610250023
963,215.0674,215.0679,215.0678,807.807,818.298,813.062,13427.066484049974
964,215.0962,215.0985,215.0963,219.979,231.763,227.496,13824.704000899994
965,215.1087,215.1106,215.1103,280.857,301.689,294.975,15865.28594024999
966,215.1165,215.1172,215.1169,1113.66,1150.57,1149.61,72388.80450199977
967,215.1387,215.1389,215.1389,1215.24,1221.99,1221.99,17034.62758750011
968,215.143,215.1432,215.1432,484.767,497.559,497.559,11734.79071540002
969,215.1426,215.1436,215.1436,241.1,275.385,241.1,29039.114032750003
970,215.1756,215.177,215.1769,905.146,911.21,906.136,13883.890299650166
971,215.9377,215.9386,215.9382,192.559,228.55,196.711,34434.07207765002
972,216.0808,216.0813,216.081,185.391,216.808,185.391,53934.39068070003
973,216.0937,216.0954,216.0941,498.63,515.628,511.471,22605.921838350077
974,216.0998,216.1026,216.1026,691.361,699.411,697.422,12793.468589349917
975,216.1054,216.1105,216.1103,1012.84,1018.84,1017.82,11777.36764199999
976,216.1284,216.1311,216.1308,628.499,662.775,643.499,29710.96823249996
977,216.1429,216.1448,216.1443,833.477,839.672,839.672,7539.9656736500965
978,216.1627,216.1632,216.1627,1163.55,1167.52,1165.54,8781.812097000064
979,216.1667,216.1677,216.1677,416.677,439.358,439.358,24200.31692429998
980,216.1953,216.1959,216.1953,591.748,600.956,595.906,9686.233831849977
981,216.2227,216.2251,216.2251,1111.68,1133.85,1133.85,97020.14411949979
982,216.9458,216.9464,216.9463,191.495,219.979,219.979,30123.78653730001
983,216.979,216.9791,216.9791,191.495,196.711,194.618,8422.529341400023
984,217.002,217.0076,217.007,124.672,137.407,136.499,84452.86206905021
985,217.0134,217.0176,217.0134,122.872,143.738,136.499,167854.5600742999
986,217.0489,217.0499,217.0494,671.251,694.469,694.469,27089.639325200107
987,217.0574,217.0585,217.0575,1622.24,1648.94,1635.51,29691.460257500024
988,217.0671,217.0682,217.0679,125.579,146.494,127.396,183229.88657720017
989,217.0781,217.0798,217.0788,523.944,544.256,539.205,23761.764935150008
990,217.1203,217.1252,217.1204,258.047,277.583,277.583,74228.9967908001
991,217.1233,217.1263,217.1252,259.122,272.112,259.122,13123.53354615001
992,217.1883,217.1902,217.19,1242.2,1260.43,1257.31,28511.04132300007
993,217.9869,217.9872,217.9872,169.4,176.331,173.346,12165.197297399973
994,218.0378,218.0382,218.0382,659.616,675.481,665.946,64483.122646000134
995,218.0482,218.0488,218.0484,615.846,633.859,633.859,39197.0073141002
996,218.1448,218.1491,218.149,810.981,843.856,841.754,38470.61340214999
997,218.1782,218.1807,218.1782,352.508,373.655,357.918,22043.70468524999
998,218.9581,218.9586,218.9583,153.942,159.635,154.893,31241.790840799913
999,218.9584,218.9587,218.9584,166.451,179.327,166.451,31859.226642150014
1000,218.9805,218.9817,218.9817,593.875,607.883,607.883,14976.225645900053
1001,218.9946,218.9955,218.9946,172.362,196.711,172.362,33456.01632930003
1002,219.0293,219.0346,219.0294,147.421,150.202,148.343,6325.798883600011
1003,219.0436,219.0441,219.0441,188.423,194.618,194.618,7306.229585099998
1004,219.06,219.0627,219.06,1789.63,1801.19,1795.93,9206.378165999959
1005,219.0646,219.0656,219.0649,186.396,215.759,186.396,31351.12855775001
1006,219.0856,219.0866,219.086,184.395,211.508,188.423,29728.226475049993
1007,219.1133,219.1148,219.1142,327.452,337.296,335.139,8338.11360554999
1008,219.1415,219.1419,219.1418,949.686,979.491,949.686,45883.35261674993
1009,219.6448,219.6492,219.6469,831.396,853.251,831.396,69069.79356490009
1010,220.126,220.1266,220.126,212.581,231.763,227.496,16144.606892050013
1011,220.1407,220.1415,220.1409,948.67,964.283,962.204,15346.781987750059
1012,220.1773,220.1785,220.1776,877.828,880.898,880.898,4168.837803400074
1013,220.3525,220.358,220.358,1969.27,1997.52,1997.52,46424.57094800002
1014,221.023,221.0239,221.0239,157.725,171.379,161.564,32488.187069550004
1015,221.0387,221.0419,221.0419,125.579,130.124,126.493,25380.491333250036
1016,221.048,221.0485,221.0484,1308.32,1318.32,1314.3,40312.147427
1017,221.0718,221.0728,221.0724,179.327,208.356,205.24,71896.12692974998
1018,221.0817,221.0847,221.0847,156.796,172.362,156.796,21346.454241450003
1019,221.1011,221.1023,221.1016,224.291,262.406,262.406,30807.855617400004
1020,221.1262,221.1264,221.1263,428.961,449.615,428.961,23304.392454399996
1021,221.1489,221.1492,221.1491,993.309,997.16,997.16,29318.455326049705
1022,221.1621,221.1665,221.1638,1249.18,1286.68,1272.72,60708.290615000165
1023,221.1687,221.1696,221.1696,353.581,380.776,370.59,30290.20469174999
1024,221.9817,221.9823,221.9818,186.396,208.356,186.396,22126.209450100014
1025,221.9848,221.9901,221.9864,2047.13,2077.66,2077.66,97447.93720249913
1026,222.0179,222.0187,222.018,166.451,175.35,173.346,17096.30334685
1027,222.0536,222.0551,222.0551,570.078,594.909,574.053,29283.92039960002
1028,222.0754,222.0761,222.0759,145.575,164.477,164.477,54333.77635865004
1029,222.0965,222.0977,222.0965,322.967,353.581,350.365,30556.260359700027
1030,222.1282,222.1299,222.1298,1244.16,1269.67,1249.18,33422.46700999996
1031,222.1563,222.1573,222.1567,275.385,310.594,294.975,32876.98943885
1032,222.1692,222.1705,222.1701,676.533,688.231,688.231,9460.961833199985
1033,222.179,222.1798,222.1792,912.222,936.526,922.827,98523.32681509989
1034,223.0124,223.0129,223.0124,774.515,804.639,783.896,29377.62014220003
1035,223.0183,223.0195,223.0186,127.396,144.645,127.396,716356.71283185
1036,223.0211,223.0259,223.0259,122.872,144.645,134.677,138781.54545005012
1037,223.0474,223.049,223.0474,2168.52,2183.55,2183.55,22802.377066000245
1038,223.0572,223.0604,223.0604,195.667,205.24,205.24,11002.025990550008
1039,223.0749,223.0765,223.075,185.391,212.581,200.958,39283.030318950005
1040,223.1006,223.1009,223.1009,1318.32,1331.41,1330.43,24988.560628500305
1041,223.1112,223.1118,223.1113,298.306,305.054,305.054,3972.0106958999945
1042,223.1538,223.1543,223.1538,655.332,668.09,659.616,14589.161432250054
1043,223.9792,223.9801,223.9792,208.356,225.339,224.291,16679.996462350002
1044,223.9973,223.9979,223.9975,267.789,305.054,305.054,30641.763918249984
1045,224.0103,224.0118,224.0114,184.395,194.618,192.559,11040.846665849982
1046,224.0216,224.0219,224.0218,122.872,133.758,127.396,75863.27871810007
1047,224.091,224.0919,224.0916,672.288,701.418,690.32,59090.302368550045
1048,224.0962,224.0983,224.0972,1151.55,1176.41,1176.41,53187.44209650055
1049,224.1404,224.1411,224.1411,350.365,369.54,369.54,14966.316836550011
1050,224.1639,224.1647,224.1644,987.473,997.16,987.473,22965.906464900243
1051,224.1698,224.1715,224.1702,1542.01,1572.7,1556.63,81945.67158950011
1052,224.172,224.1728,224.1725,1409.63,1416.43,1415.45,11029.116057499929
1053,224.212,224.213,224.2125,1095.75,1106.82,1095.75,69539.73565199957
1054,225.0372,225.0427,225.0427,124.672,133.758,130.124,79980.45629695017
1055,225.0495,225.0504,225.0497,130.124,137.407,130.124,62996.790977400175
1056,225.0539,225.0545,225.0544,1257.31,1281.82,1258.36,28082.192164999986
1057,225.0668,225.0677,225.0671,122.872,133.758,122.872,53811.40607055003
1058,225.0757,225.08,225.0795,148.343,160.596,153.942,59076.24536030004
1059,225.0995,225.1001,225.0997,935.555,944.535,938.49,18485.28856150005
1060,225.1135,225.1178,225.1165,133.758,145.575,144.645,80140.41962044986
1061,225.1957,225.1963,225.1957,1416.43,1437.44,1423.0,164044.4056900001
1062,225.2206,225.2213,225.2206,224.291,243.152,224.291,16286.362976799992
1063,225.946,225.9469,225.9464,202.013,228.55,216.808,32630.444698350006
1064,226.0419,226.0427,226.0419,298.306,307.279,306.176,7375.613571650012
1065,226.051,226.0518,226.0518,2047.13,2062.52,2057.38,44938.84826149953
1066,226.0745,226.0752,226.0752,805.672,810.981,805.672,7588.966804599942
1067,226.0992,226.0995,226.0993,1199.01,1203.07,1199.01,5215.42043999993
1068,226.1068,226.1076,226.1076,440.413,462.921,462.921,27799.267257449974
1069,226.1276,226.1286,226.1281,142.823,172.362,145.575,107654.08039299991
1070,226.1433,226.1438,226.1433,670.188,686.087,681.866,14601.928727350005
1071,226.1795,226.1806,226.1795,195.667,215.759,215.759,19395.06069339998
1072,226.1861,226.1884,226.1879,1617.04,1636.55,1636.55,20355.2017425
1073,226.2164,226.2166,226.2165,1806.48,1815.95,1811.78,442862.5306250034
1074,226.9621,226.9656,226.9656,2034.07,2045.04,2039.03,16217.05209750005
1075,227.0218,227.0224,227.0219,202.013,224.291,224.291,23430.485335699985
1076,227.0357,227.0366,227.0358,130.124,135.592,130.124,23375.925557050075
1077,227.0584,227.0638,227.0638,693.446,712.66,693.446,25379.213617799935
1078,227.1388,227.1407,227.1388,171.379,193.581,178.346,32509.035605450008
1079,227.168,227.1684,227.1683,122.872,141.019,141.019,79971.88332320002
1080,227.1749,227.1768,227.1768,1014.81,1044.39,1014.81,33159.16677950018
1081,227.2037,227.2047,227.2044,1374.48,1398.99,1391.52,53578.25062150017
1082,227.2364,227.2371,227.2367,154.893,163.502,158.675,17544.95212690001
1083,227.4881,227.4891,227.4884,626.365,660.698,660.698,31898.153619899975
1084,228.1228,228.1229,228.1229,322.967,352.508,336.215,21509.756674950004
1085,228.1286,228.1313,228.1308,1105.85,1120.6,1106.82,19443.860923000146
1086,228.1443,228.145,228.1446,238.054,256.959,253.771,83410.07828445002
1087,228.1585,228.1601,228.1591,402.696,429.993,402.696,30233.048641649955
1088,228.1673,228.1677,228.1675,342.714,376.715,376.715,34196.88599004996
1089,228.1951,228.1958,228.1958,1396.19,1412.53,1412.53,534765.402936992
1090,228.2029,228.2042,228.2029,173.346,196.711,179.327,29428.643468100003
1091,228.2032,228.2041,228.2041,345.994,353.581,345.994,6049.83052824999
1092,228.9074,228.9081,228.9078,198.817,224.291,211.508,26926.076348599985
1093,229.0376,229.0384,229.0384,431.027,450.611,443.494,21202.406702650005
1094,229.0742,229.075,229.075,868.628,887.09,873.723,21022.56657034998
1095,229.0801,229.0836,229.0836,942.505,953.804,942.505,12215.117772999984
1096,229.0895,229.0901,229.0895,675.481,681.866,681.866,7438.862971999991
1097,229.122,229.1225,229.1224,271.022,277.583,275.385,6030.969269400033
1098,229.1513,229.152,229.1519,258.047,296.068,280.857,31971.942288949973
1099,229.1542,229.155,229.1549,351.444,364.313,364.313,10899.429832249964
1100,229.9268,229.9277,229.9268,277.583,309.497,309.497,26220.578153849994
1101,230.0753,230.0788,230.0753,838.656,854.308,853.251,18719.091846900043
1102,230.1007,230.1025,230.1022,293.871,316.231,306.176,18534.386858000013
1103,230.1238,230.1242,230.1242,318.462,322.967,318.462,4770.977821350001
1104,230.2111,230.2116,230.2116,1147.65,1163.55,1147.65,21598.816806999785
1105,230.9344,230.9351,230.9344,176.331,192.559,188.423,22817.975903800016
1106,230.9943,230.9949,230.9943,219.979,233.881,233.881,9767.51286564999
1107,231.0173,231.0194,231.0185,209.399,242.121,242.121,33364.016792650014
1108,231.0185,231.0191,231.0191,362.197,377.726,377.726,17493.85444180001
1109,231.0259,231.0265,231.0265,188.423,215.759,209.399,48870.622833299974
1110,231.0736,231.0753,231.0737,637.144,657.501,642.42,73386.36106069999
1111,231.0898,231.0931,231.0931,1125.56,1141.95,1135.62,49820.3401520003
1112,231.1697,231.1708,231.1702,490.029,512.508,511.471,53677.94030465017
1113,231.1747,231.1788,231.1782,1293.47,1324.34,1295.4,224159.6704939971
1114,231.1952,231.1954,231.1953,1592.47,1603.66,1599.61,18077.37891100012
1115,231.2143,231.2151,231.2145,1676.8,1688.16,1684.08,31719.879999499986
1116,232.0259,232.0272,232.0267,203.083,219.979,211.508,15804.001998350013
1117,232.1286,232.1291,232.1286,157.725,169.4,158.675,23907.729050400034
1118,232.1476,232.1484,232.1482,134.677,146.494,145.575,46994.81965525
1119,232.1623,232.1629,232.1625,1037.21,1058.78,1053.63,25169.996651499892
1120,232.2082,232.2095,232.2085,1044.39,1048.46,1047.47,6722.052899999897
1121,232.9735,232.9744,232.974,301.689,327.452,327.452,21732.750884399982
1122,233.0213,233.0258,233.0214,2035.08,2053.28,2035.08,54208.092535000804
1123,233.0595,233.0604,233.0597,482.706,508.32,508.32,35701.55558194995
1124,233.0599,233.0652,233.06,613.779,625.292,624.257,10121.278809350022
1125,233.0914,233.0918,233.0918,699.411,708.537,708.537,15769.08373890012
1126,233.127,233.1283,233.1271,686.087,719.014,698.42,30213.65954740001
1127,233.174,233.1749,233.1748,1214.25,1252.18,1248.17,57186.563298000074
1128,233.1856,233.1861,233.1857,793.017,821.394,810.981,641798.7967538002
1129,233.1975,233.1983,233.1975,644.569,655.332,644.569,10296.83367405004
1130,233.9816,233.9823,233.9818,126.493,161.564,126.493,117038.11918485002
1131,234.0179,234.0187,234.0182,134.677,146.494,143.738,46503.22338285006
1132,234.1439,234.145,234.1442,471.068,504.064,475.861,47398.4883859501
1133,234.152,234.1549,234.1528,1121.63,1124.57,1121.63,4493.481348999776
1134,234.1604,234.1611,234.1604,1055.71,1068.92,1063.84,20636.87913700006
1135,234.1933,234.1961,234.1961,1124.57,1126.56,1125.56,9906.95735150005
1136,234.2308,234.2352,234.2336,1113.66,1126.56,1113.66,87150.01653249859
1137,235.0277,235.0309,235.0278,656.385,673.353,659.616,19854.63086164994
1138,235.0384,235.0408,235.039,216.808,231.763,230.689,11230.085278600009
1139,235.1361,235.1371,235.1361,482.706,520.789,505.177,41883.67580014997
1140,235.1535,235.1539,235.1535,195.667,202.013,202.013,6393.7538249000045
1141,236.0662,236.0685,236.0674,1247.16,1265.58,1248.17,27037.08362999981
1142,236.0747,236.0776,236.0748,1248.17,1268.66,1248.17,25661.257301999965
1143,236.133,236.1345,236.1336,1311.32,1350.55,1319.32,105217.32613199994
1144,236.9976,236.9981,236.9978,122.872,141.019,132.854,479578.87000715005
1145,237.0683,237.0714,237.0714,1286.68,1312.31,1309.33,27832.32554799987
1146,237.084,237.085,237.0844,163.502,192.559,164.477,65279.114619499946
1147,237.0902,237.0906,237.0902,725.388,732.669,725.388,7912.638077199945
1148,237.094,237.0952,237.0952,510.419,518.745,517.729,11135.920347900039
1149,237.1515,237.1531,237.1515,212.581,224.291,223.215,8024.568676800004
1150,237.1581,237.159,237.1585,891.126,907.172,902.11,29169.303408500036
1151,237.169,237.17,237.1696,756.879,791.991,767.152,37813.915451899964
1152,237.1881,237.1896,237.1885,1173.47,1201.04,1173.47,54704.14950399987
1153,238.1045,238.1053,238.1045,580.238,616.885,612.775,63302.11311359994
1154,238.1127,238.1138,238.1129,1309.33,1315.34,1315.34,31899.654643499875
1155,238.1198,238.1204,238.12,485.796,503.017,497.559,22458.184453100002
1156,238.128,238.1286,238.128,176.331,191.495,176.331,24593.789559400022
1157,238.1749,238.1761,238.176,512.508,524.986,524.986,13837.112640399951
1158,238.1878,238.1883,238.1883,1193.04,1200.03,1200.03,66831.30818249997
1159,238.2005,238.2012,238.2005,617.908,633.859,617.908,18306.87563215004
1160,239.0349,239.0354,239.0351,188.423,202.013,202.013,66255.69013520003
1161,239.0512,239.0518,239.0518,720.155,738.947,729.498,26434.285926550067
1162,239.0795,239.0804,239.0804,460.837,466.985,466.985,7609.651370450033
1163,239.0979,239.1,239.0997,687.168,706.493,706.493,57464.04183375051
1164,239.1382,239.139,239.1387,1085.11,1103.9,1089.63,168477.75420950013
1165,239.1402,239.1435,239.1429,298.306,335.139,335.139,26864.123369450015
1166,239.1532,239.1544,239.1535,256.959,271.022,258.047,13877.540062649985
1167,239.1643,239.1646,239.1643,675.481,692.425,675.481,21955.512266699974
1168,239.1876,239.1886,239.1876,388.821,408.639,395.818,40128.17365354998
1169,239.2363,239.2369,239.2366,200.958,219.979,211.508,22336.56174000001
1170,239.935,239.9375,239.9352,188.423,198.817,188.423,11715.845017850006
1171,240.0426,240.0431,240.043,195.667,210.464,208.356,18769.789598899988
1172,240.0789,240.0801,240.0796,122.872,135.592,122.872,94853.69978060012
1173,240.0859,240.0869,240.0864,342.714,362.197,353.581,32256.4651613
1174,240.1069,240.1079,240.1078,153.942,164.477,159.635,23064.02221454999
1175,240.122,240.1233,240.122,732.669,745.365,744.288,12332.976796350024
1176,240.1355,240.1364,240.1358,348.182,373.655,371.623,30554.239523249933
1177,240.159,240.1593,240.1591,1396.19,1402.78,1402.78,261897.59595749652
1178,240.1954,240.1959,240.1954,1246.18,1260.43,1250.16,84570.46133299942
1179,240.2317,240.2323,240.2323,1690.19,1716.18,1693.29,40396.47858899981
1180,241.029,241.0317,241.0292,1676.8,1699.45,1694.31,21040.74317650009
1181,241.037,241.0378,241.0373,192.559,211.508,192.559,19151.00351945001
1182,241.0746,241.0751,241.0746,1306.31,1326.33,1306.31,29255.964683499973
1183,241.0828,241.088,241.0852,225.339,253.771,225.339,30993.44014229999
1184,241.1195,241.1238,241.1196,1355.53,1362.49,1362.49,447372.84930750134
1185,241.1667,241.1681,241.1676,160.596,175.35,172.362,26873.734993999977
1186,241.2518,241.2529,241.2528,159.635,176.331,173.346,23504.04096475
1187,241.9501,241.9516,241.9507,215.759,235.958,231.763,26757.753210350013
1188,242.1384,242.1388,242.1384,287.362,318.462,307.279,24749.277515849975
1189,242.144,242.147,242.1465,1272.72,1307.31,1296.36,85685.49475399964
1190,242.1507,242.1512,242.1507,461.87,466.985,464.954,9026.832600900008
1191,242.1746,242.1755,242.1747,298.306,319.591,315.17,16678.494871100018
1192,242.1829,242.1842,242.1836,1169.49,1182.24,1178.37,25903.65509150002
1193,242.217,242.22,242.22,262.406,284.124,267.789,18255.35434460001
1194,243.1265,243.1272,243.127,122.872,127.396,127.396,17333.736882050012
1195,243.1391,243.1401,243.1396,1255.26,1261.47,1257.31,14436.700067500098
1196,243.1909,243.1913,243.1911,1066.88,1078.14,1066.88,113690.98768899843
1197,243.2313,243.232,243.2313,159.635,188.423,169.4,58875.35538240001
1198,243.2312,243.2325,243.2322,277.583,312.87,277.583,42355.39523149996
1199,243.6837,243.6847,243.6847,408.639,423.819,411.667,25059.756956900026
1200,244.1025,244.1035,244.1031,127.396,148.343,133.758,67709.00421009997
1201,244.1171,244.1185,244.1176,332.898,367.435,364.313,33168.64185494999
1202,244.1998,244.2022,244.2019,1407.69,1412.53,1409.63,11509.511079499753
1203,245.0125,245.0128,245.0125,122.872,126.493,122.872,353123.40763984947
1204,245.0325,245.0334,245.0334,1107.78,1122.61,1119.61,23878.46087799987
1205,245.0333,245.0339,245.0336,576.106,583.314,580.238,24224.83058274981
1206,245.0499,245.0511,245.0506,554.345,579.221,570.078,66845.92896245011
1207,245.092,245.0944,245.0937,1309.33,1329.38,1309.33,28681.132597000244
1208,245.0978,245.0995,245.0995,1167.52,1201.04,1167.52,45344.58311649997
1209,245.0995,245.1024,245.1016,615.846,637.144,615.846,16007.998737799988
1210,245.1464,245.1498,245.1465,1310.33,1318.32,1311.32,23441.704150000056
1211,245.1512,245.1534,245.1516,254.841,273.195,261.321,26098.24321259997
1212,245.1856,245.1861,245.1858,651.056,657.501,657.501,10719.753270649897
1213,245.266,245.267,245.266,1596.58,1602.64,1596.58,6994.419943000191
1214,246.0955,246.0971,246.0966,223.215,256.959,223.215,24869.880338599996
1215,246.1099,246.1172,246.1106,1368.45,1379.55,1379.55,14106.882059999887
1216,246.128,246.1309,246.1288,747.501,757.917,750.668,24104.968607750066
1217,246.1771,246.1786,246.1773,527.043,550.301,546.262,52562.13455635028
1218,246.2062,246.2069,246.2069,506.215,520.789,513.561,14640.93223425001
1219,246.6622,246.6629,246.6626,776.649,800.434,783.896,195401.3091231001
1220,247.0065,247.0074,247.0065,1959.08,1987.35,1959.08,33587.57314599998
1221,247.0065,247.0074,247.0065,1959.08,1987.35,1959.08,33587.57314599998
1222,247.0389,247.0395,247.0392,592.822,607.883,598.956,47930.797888550005
1223,247.1185,247.1216,247.1203,1400.88,1413.5,1400.88,22953.065877999794
1224,247.1285,247.1306,247.1301,1398.99,1410.6,1400.88,28606.876986999632
1225,247.1535,247.1544,247.154,671.251,685.027,685.027,12856.667834400072
1226,247.1541,247.1545,247.1545,558.368,567.168,565.242,13646.193051649936
1227,247.2051,247.2057,247.2056,287.362,320.721,307.279,31994.408839149983
1228,247.2083,247.2094,247.2088,872.707,890.117,875.737,25018.34642679996
1229,247.2258,247.2276,247.2266,296.068,332.898,318.462,28994.603667000032
1230,247.9973,247.9981,247.9974,223.215,242.121,242.121,24167.19923205001
1231,248.0329,248.0343,248.0343,497.559,522.867,518.745,27685.610303249894
1232,248.0754,248.0765,248.0764,728.445,739.991,731.63,14104.746749799935
1233,248.1121,248.1135,248.1122,267.789,281.959,267.789,11600.599133450014
1234,248.138,248.1385,248.1385,596.921,608.859,607.883,55177.95790935028
1235,248.1481,248.1496,248.1488,335.139,356.862,356.862,22863.90089185002
1236,248.1488,248.1494,248.1493,573.044,586.49,586.49,15595.073518400033
1237,249.0282,249.0286,249.0286,158.675,171.379,171.379,23086.431922649965
1238,249.0448,249.0457,249.0453,122.872,147.421,127.396,506981.9593625501
1239,249.1587,249.1593,249.1587,1362.49,1368.45,1365.45,19367.687376500096
1240,249.1865,249.1893,249.1883,1262.49,1281.82,1274.73,27594.42212799986
1241,249.2167,249.2173,249.2172,785.921,813.062,797.248,56889.24598819993
1242,250.1126,250.113,250.1128,1291.53,1297.33,1295.4,27446.388183999672
1243,250.1471,250.1515,250.1491,1259.38,1284.73,1284.73,29908.1784074999
1244,250.1855,250.1862,250.1857,1613.96,1623.28,1620.17,23755.694310500046
1245,250.2005,250.2013,250.2013,511.471,524.986,515.628,18856.031000899973
1246,251.0219,251.0228,251.0223,795.1,812.037,810.981,111195.56417710058
1247,251.0334,251.0346,251.0341,169.4,198.817,173.346,72079.33944565
1248,251.1259,251.1288,251.1276,160.596,169.4,169.4,11587.776573150004
1249,251.1362,251.1368,251.1368,685.027,689.27,685.027,5075.912924649925
1250,251.1805,251.1813,251.1809,1406.72,1416.43,1410.6,22956.672899500016
1251,251.2043,251.205,251.2043,751.695,756.879,753.793,7039.6720180999655
1252,251.2312,251.2322,251.2314,914.233,945.573,934.607,99460.87267624991
1253,251.2359,251.237,251.2359,331.812,362.197,360.069,27029.06522004999
1254,251.6506,251.6508,251.6507,159.635,169.4,159.635,18842.658600000024
1255,251.6945,251.6953,251.6953,838.656,841.754,840.708,5265.315112800099
1256,252.0447,252.0457,252.0447,1600.63,1626.37,1600.63,24976.017936499782
1257,252.1069,252.1084,252.1075,171.379,179.327,171.379,10764.898890100016
1258,252.1284,252.1292,252.1284,1304.29,1331.41,1310.33,54660.806286000145
1259,252.1595,252.1604,252.1596,228.55,232.792,232.792,4047.1922061999917
1260,252.1641,252.1651,252.1641,692.425,714.761,696.443,50277.72748859992
1261,253.0137,253.0148,253.0145,277.583,299.447,281.959,21790.369291699975
1262,253.0349,253.0383,253.0379,891.126,918.174,915.26,33580.497377249994
1263,253.0493,253.0504,253.0495,191.495,212.581,198.817,27905.13029659998
1264,253.0573,253.0576,253.0575,1261.47,1268.66,1267.63,26576.121631500282
1265,253.0632,253.0668,253.0634,674.405,694.469,694.469,34700.53790860029
1266,253.1307,253.131,253.131,250.532,256.959,255.908,8619.28130244999
1267,253.16,253.1605,253.16,1290.57,1304.29,1295.4,131248.0167814991
1268,253.2518,253.2524,253.2524,267.789,300.556,267.789,27637.84297215
1269,254.0538,254.0548,254.0546,461.87,485.796,474.901,34522.610666149994
